,clust,Referred a Friend,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Internet Service,Internet Type,Avg Monthly GB Download,Device Protection Plan,Unlimited Data,Monthly Charge,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
6201,1,0,0,58,44.67,1,2,8,0,1,80.65,4807.35,0,2590.86,7398.210000000001
6202,0,1,9,18,43.69,0,3,0,0,0,24.65,471.35,0,786.42,1257.77
6203,0,1,5,47,3.95,0,3,0,0,0,21.3,1041.8,0,185.65,1227.45
6204,2,1,4,70,5.51,1,2,85,1,0,110.2,7689.8,150,385.7,8225.5
6205,1,1,3,36,19.73,1,1,19,0,1,51.05,1815.0,0,710.28,2525.2799999999997
6206,0,0,0,67,4.72,0,3,0,0,0,19.8,1311.3,0,316.24,1627.54
6207,0,0,0,10,23.84,0,3,0,0,0,19.9,199.45,0,238.4,437.85
6208,0,1,2,71,16.84,0,3,0,0,0,19.85,1326.35,0,1195.64,2521.99
6209,2,1,7,72,2.75,1,1,19,1,1,89.4,6376.55,0,198.0,6574.55
6210,0,1,2,48,9.77,0,3,0,0,0,20.0,935.9,0,468.96,1404.86
6211,0,0,0,1,13.51,0,3,0,0,0,20.05,20.05,0,13.51,33.56
6212,2,1,3,18,10.29,1,1,59,1,1,83.25,1611.15,0,185.21999999999997,1796.3700000000001
6213,2,1,3,69,0.0,1,1,11,1,1,39.1,2779.5,0,0.0,2779.5
6214,0,1,7,61,34.84,0,3,0,0,0,24.2,1445.2,0,2125.2400000000002,3570.4400000000005
6215,2,1,10,32,15.41,1,1,46,0,1,72.8,2333.05,0,493.12,2826.17
6216,1,0,0,21,24.86,1,2,48,0,1,99.85,1992.55,0,522.06,2514.6099999999997
6217,0,0,0,47,8.85,0,3,0,0,0,20.25,1029.8,0,415.95,1445.75
6218,0,1,5,69,11.6,0,3,0,0,0,26.0,1796.55,0,800.4,2596.95
6219,0,0,0,2,3.82,0,3,0,0,0,19.9,33.7,0,7.64,41.34
6220,0,0,0,22,46.45,0,3,0,0,0,19.05,454.05,0,1021.9000000000001,1475.95
6221,0,0,0,53,18.81,0,3,0,0,0,19.85,1049.6,0,996.93,2046.5299999999997
6222,0,0,0,22,10.36,0,3,0,0,0,20.3,475.1,0,227.92,703.02
6223,1,1,5,48,0.0,1,1,52,0,0,39.4,1978.65,130,0.0,2108.65
6224,1,0,0,3,25.4,1,2,10,0,1,70.25,229.7,0,76.19999999999999,305.9
6225,1,1,5,23,1.39,1,1,18,0,1,60.0,1347.15,0,31.97,1379.1200000000001
6226,2,1,7,65,10.23,1,0,14,0,1,59.8,3808.2,0,664.95,4473.15
6227,2,1,7,44,23.75,1,2,53,0,1,90.65,3974.15,0,1045.0,5019.15
6228,2,1,2,71,1.84,1,2,69,1,0,109.0,7661.8,150,130.64000000000001,7942.4400000000005
6229,2,1,1,37,30.36,1,1,11,1,1,68.1,2479.25,0,1123.32,3602.5699999999997
6230,0,0,0,12,23.2,0,3,0,0,0,20.4,266.6,0,278.4,545.0
6231,2,1,1,69,49.16,1,1,48,1,1,81.95,5601.4,0,3392.04,8993.439999999999
6232,1,0,0,35,44.81,1,1,20,1,1,60.55,1982.6,0,1568.3500000000001,3550.95
6233,1,0,0,5,8.6,1,1,59,0,1,65.6,339.9,0,43.0,382.9
6234,2,1,1,58,29.93,1,2,24,0,1,82.5,4828.05,0,1735.94,6563.99
6235,2,1,1,72,29.29,1,1,30,1,0,82.3,5980.55,140,2108.88,8229.43
6236,2,1,1,72,17.31,1,1,17,1,1,68.15,4808.7,0,1246.32,6055.0199999999995
6237,0,0,0,1,4.09,0,3,0,0,0,20.3,20.3,0,4.09,24.39
6238,0,1,1,53,20.44,0,3,0,0,0,20.2,1068.15,0,1083.3200000000002,2151.4700000000003
6239,1,0,0,27,39.62,1,2,2,1,1,89.2,2383.6,0,1069.74,3453.34
6240,1,1,1,18,43.29,1,2,41,0,1,74.8,1438.05,0,779.22,2217.27
6241,0,1,1,46,45.92,0,3,0,0,0,20.2,917.45,0,2112.32,3029.7700000000004
6242,2,1,1,72,5.25,1,1,28,1,1,84.4,6096.45,0,378.0,6474.45
6243,1,1,1,4,0.0,1,1,29,0,1,25.15,99.95,0,0.0,99.95
6244,0,0,0,25,13.93,0,3,0,0,0,19.8,475.2,0,348.25,823.45
6245,1,0,0,40,0.0,1,1,52,0,1,50.85,2036.55,0,0.0,2036.55
6246,2,1,1,63,17.75,1,2,15,1,1,102.4,6444.05,0,1118.25,7562.3
6247,1,0,0,14,18.48,1,1,21,0,1,55.5,767.55,0,258.72,1026.27
6248,1,0,0,39,17.17,1,2,30,0,1,106.4,4040.65,0,669.6300000000001,4710.280000000001
6249,2,1,1,47,0.0,1,1,25,1,1,60.0,2768.65,0,0.0,2768.65
6250,1,1,1,19,34.05,1,2,20,0,1,88.8,1672.35,0,646.9499999999999,2319.2999999999997
6251,1,0,0,17,44.96,1,2,29,1,1,80.05,1345.65,0,764.32,2109.9700000000003
6252,1,0,0,42,8.71,1,1,23,0,1,49.55,2077.95,0,365.82000000000005,2443.77
6253,0,1,1,71,29.41,0,3,0,0,0,23.9,1663.5,0,2088.11,3751.61
6254,0,0,0,57,19.69,0,3,0,0,0,18.8,1094.35,0,1122.3300000000002,2216.6800000000003
6255,2,1,8,72,10.68,1,2,59,1,1,108.4,7719.5,0,768.96,8488.46
6256,1,0,0,6,40.64,1,2,51,0,1,85.95,514.6,0,243.84,758.44
6257,2,1,1,61,23.31,1,1,51,1,1,80.9,4932.5,0,1421.9099999999999,6354.41
6258,2,1,10,48,12.57,1,2,18,1,1,111.8,5443.65,0,603.36,6047.009999999999
6259,0,0,0,16,33.44,0,3,0,0,0,20.6,330.25,0,535.04,865.29
6260,1,0,0,3,15.59,1,0,27,0,1,44.6,122.7,0,46.769999999999996,169.47
6261,2,0,0,65,27.75,1,2,30,1,1,105.1,6631.85,0,1803.75,8435.6
6262,2,1,3,70,11.36,1,2,53,1,1,115.15,8250.0,0,795.1999999999999,9045.2
6263,2,1,6,60,15.24,1,1,16,0,1,59.8,3561.15,0,914.4,4475.55
6264,0,1,7,69,22.08,0,3,0,0,0,26.3,1763.55,0,1523.52,3287.0699999999997
6265,0,0,0,22,33.92,0,3,0,0,0,20.05,470.2,0,746.24,1216.44
6266,2,1,8,66,35.01,1,1,59,1,1,79.85,5234.95,0,2310.66,7545.61
6267,2,1,10,34,20.05,1,2,57,1,1,90.05,3097.0,0,681.7,3778.7
6268,0,1,4,72,20.56,0,3,0,0,0,24.45,1709.1,0,1480.32,3189.42
6269,2,1,7,31,0.0,1,0,25,1,1,59.95,1848.8,0,0.0,1848.8
6270,0,0,0,30,4.27,0,3,0,0,0,25.35,723.3,0,128.1,851.4
6271,2,1,3,65,40.71,1,2,23,1,0,105.05,6914.95,60,2646.15,9621.1
6272,0,1,8,30,11.6,0,3,0,0,0,19.3,602.9,0,348.0,950.9
6273,0,0,0,6,10.54,0,3,0,0,0,19.15,124.4,0,63.239999999999995,187.64
6274,1,0,0,2,0.0,1,0,21,0,1,51.4,96.8,0,0.0,96.8
6275,1,0,0,53,27.56,1,0,26,0,1,71.85,3827.9,0,1460.6799999999998,5288.58
6276,2,1,2,61,42.85,1,1,11,0,1,49.7,2961.4,0,2613.85,5575.25
6277,1,0,0,13,38.4,1,1,23,1,0,78.75,995.35,50,499.2,1544.55
6278,1,1,9,2,7.49,1,2,14,0,1,70.4,154.8,0,14.98,169.78
6279,1,0,0,3,14.35,1,2,17,0,1,76.1,257.6,0,43.05,300.65000000000003
6280,1,0,0,62,32.29,1,2,26,0,1,94.0,5757.2,0,2001.98,7759.18
6281,2,1,1,72,45.93,1,2,30,1,1,103.95,7517.7,0,3306.96,10824.66
6282,0,1,2,63,38.36,0,3,0,0,0,19.95,1234.8,0,2416.68,3651.4799999999996
6283,2,1,4,62,30.51,1,2,41,0,1,96.1,6001.45,0,1891.6200000000001,7893.07
6284,1,0,0,15,26.54,1,1,18,0,1,48.8,720.1,0,398.09999999999997,1118.2
6285,1,0,0,55,3.62,1,1,17,0,1,50.55,2832.75,0,199.1,3031.85
6286,1,0,0,11,29.16,1,1,3,0,1,44.65,472.25,0,320.76,793.01
6287,0,0,0,61,25.91,0,3,0,0,0,19.45,1336.35,0,1580.51,2916.8599999999997
6288,2,1,7,71,19.9,1,1,27,1,1,89.3,6388.65,0,1412.8999999999999,7801.549999999999
6289,0,0,0,35,4.24,0,3,0,0,0,19.25,677.9,0,148.4,826.3
6290,1,0,0,17,41.78,1,2,16,0,1,70.5,1165.6,0,710.26,1875.86
6291,0,1,1,47,45.9,0,3,0,0,0,19.65,921.55,0,2157.2999999999997,3078.8499999999995
6292,0,1,9,3,11.77,0,3,0,0,0,20.85,72.0,0,35.31,107.31
6293,0,0,0,3,35.59,0,3,0,0,0,19.65,68.35,0,106.77000000000001,175.12
6294,1,0,0,1,26.15,1,1,26,0,1,44.0,44.0,0,26.15,70.15
6295,2,1,4,44,24.71,1,2,27,1,0,94.4,4295.35,40,1087.24,5422.59
6296,1,0,0,18,15.01,1,2,22,0,1,75.4,1380.4,0,270.18,1650.5800000000002
6297,2,1,1,65,1.29,1,1,51,1,1,71.0,4386.2,0,83.85000000000001,4470.05
6298,0,0,0,3,12.05,0,3,0,0,0,21.2,52.05,0,36.150000000000006,88.2
6299,1,1,3,33,15.89,1,1,52,0,1,61.05,2018.4,0,524.37,2542.77
6300,1,0,0,34,5.32,1,1,23,1,1,79.95,2727.3,0,180.88,2908.1800000000003
6301,0,1,8,14,15.33,0,3,0,0,0,19.7,263.65,0,214.62,478.27
6302,0,0,0,13,22.01,0,3,0,0,0,20.3,275.4,0,286.13,561.53
6303,0,1,1,23,48.02,0,3,0,0,0,24.35,538.5,0,1104.46,1642.96
6304,0,1,10,47,41.54,0,3,0,0,0,19.75,948.9,0,1952.3799999999999,2901.2799999999997
6305,1,0,0,17,45.61,1,1,53,0,1,50.3,846.8,0,775.37,1622.17
6306,2,0,0,69,18.47,1,1,28,1,1,85.35,5897.4,0,1274.4299999999998,7171.83
6307,1,0,0,10,49.04,1,0,23,0,1,51.65,524.5,0,490.4,1014.9
6308,0,0,0,12,26.17,0,3,0,0,0,24.0,269.65,0,314.04,583.69
6309,2,1,4,39,48.14,1,0,23,1,1,59.85,2341.5,0,1877.46,4218.96
6310,0,1,9,71,18.99,0,3,0,0,0,23.9,1626.4,0,1348.29,2974.69
6311,0,1,3,33,1.71,0,3,0,0,0,24.15,800.3,0,56.43,856.7299999999999
6312,1,1,4,9,12.59,1,0,76,0,1,50.85,466.6,0,113.31,579.9100000000001
6313,2,1,3,52,18.02,1,2,3,1,0,91.6,4627.8,60,937.04,5624.84
6314,1,0,0,70,8.39,1,2,59,0,1,98.9,6838.6,0,587.3000000000001,7425.900000000001
6315,1,0,0,1,15.2,1,2,2,0,1,85.0,85.0,0,15.2,100.2
6316,1,0,0,1,42.95,1,1,9,0,1,44.3,44.3,0,42.95,87.25
6317,1,0,0,52,42.9,1,2,14,0,1,80.2,4297.6,0,2230.7999999999997,6528.4
6318,1,0,0,6,45.67,1,1,71,1,1,60.9,414.1,0,274.02,688.12
6319,1,1,3,7,0.0,1,1,17,0,1,34.2,256.6,0,0.0,256.6
6320,1,0,0,26,45.09,1,2,41,1,0,87.15,2274.1,20,1172.3400000000001,3466.44
6321,1,1,6,25,37.97,1,1,22,0,1,54.3,1296.8,0,949.25,2246.05
6322,0,0,0,69,42.49,0,3,0,0,0,19.1,1268.85,0,2931.81,4200.66
6323,2,0,0,72,35.24,1,2,42,1,1,112.75,8192.6,0,2537.28,10729.880000000001
6324,0,0,0,4,34.86,0,3,0,0,0,19.95,59.25,0,139.44,198.69
6325,0,1,10,59,18.75,0,3,0,0,0,19.5,1147.85,0,1106.25,2254.1
6326,2,0,0,67,49.74,1,0,41,1,0,65.55,4361.55,40,3332.58,7734.13
6327,1,0,0,27,48.91,1,1,59,1,1,78.2,2078.95,0,1320.57,3399.5199999999995
6328,2,1,5,72,36.05,1,2,14,1,1,105.25,7609.75,0,2595.6,10205.35
6329,1,0,0,6,35.88,1,2,10,1,1,89.25,487.05,0,215.28000000000003,702.33
6330,0,1,9,62,11.15,0,3,0,0,0,20.65,1218.45,0,691.3000000000001,1909.75
6331,1,0,0,20,32.5,1,1,52,0,1,68.7,1416.2,0,650.0,2066.2
6332,1,0,0,6,46.59,1,1,7,1,0,78.65,483.3,10,279.54,772.84
6333,0,0,0,51,18.07,0,3,0,0,0,24.75,1234.6,0,921.57,2156.17
6334,0,1,6,61,25.4,0,3,0,0,0,19.75,1311.6,0,1549.3999999999999,2861.0
6335,1,0,0,72,8.48,1,2,22,0,1,84.7,6185.15,0,610.5600000000001,6795.71
6336,0,1,7,38,49.9,0,3,0,0,0,19.95,756.4,0,1896.2,2652.6
6337,1,0,0,18,0.0,1,1,30,1,1,33.6,550.35,0,0.0,550.35
6338,2,1,4,56,11.48,1,2,10,1,1,85.85,4793.8,0,642.88,5436.68
6339,1,0,0,36,0.0,1,0,2,0,1,34.85,1267.2,0,0.0,1267.2
6340,2,1,3,70,1.07,1,2,21,0,1,84.6,5706.2,0,74.9,5781.099999999999
6341,1,0,0,68,0.0,1,0,13,0,1,44.95,3085.35,0,0.0,3085.35
6342,1,0,0,1,0.0,1,0,21,0,0,24.7,24.7,0,0.0,24.7
6343,1,0,0,37,45.06,1,2,82,0,1,100.3,3541.4,0,1667.22,5208.62
6344,0,0,0,4,38.97,0,3,0,0,0,25.45,84.2,0,155.88,240.07999999999998
6345,1,0,0,1,38.05,1,0,14,0,1,50.7,50.7,0,38.05,88.75
6346,1,0,0,20,0.0,1,1,20,1,1,55.0,1165.55,0,0.0,1165.55
6347,2,1,7,72,15.96,1,1,26,0,1,68.4,4855.35,0,1149.1200000000001,6004.47
6348,1,1,6,11,44.2,1,1,15,0,1,55.05,608.15,0,486.20000000000005,1094.35
6349,0,0,0,33,12.51,0,3,0,0,0,19.8,641.35,0,412.83,1054.18
6350,1,0,0,1,0.0,1,1,7,1,1,35.9,35.9,0,0.0,35.9
6351,1,1,8,16,46.0,1,2,30,0,1,80.75,1321.3,0,736.0,2057.3
6352,2,1,6,22,36.15,1,1,11,1,1,78.65,1663.75,0,795.3,2459.05
6353,2,1,6,49,35.29,1,1,28,1,1,61.75,3024.15,0,1729.21,4753.360000000001
6354,2,1,8,36,47.45,1,1,14,1,1,63.7,2188.5,0,1708.2,3896.7
6355,2,0,0,31,40.92,1,2,20,1,0,87.6,2724.25,70,1268.52,4062.77
6356,1,1,8,5,15.74,1,2,28,0,1,89.15,413.25,0,78.7,491.95
6357,0,1,4,66,7.83,0,3,0,0,0,20.0,1374.2,0,516.78,1890.98
6358,2,0,0,64,45.82,1,2,14,1,1,104.4,6692.65,0,2932.48,9625.13
6359,0,1,7,10,13.83,0,3,0,0,0,20.05,218.5,0,138.3,356.8
6360,1,0,0,29,0.0,1,1,27,0,1,34.3,1004.75,0,0.0,1004.75
6361,0,0,0,57,1.69,0,3,0,0,0,20.65,1125.6,0,96.33,1221.9299999999998
6362,1,0,0,46,43.27,1,2,21,0,0,84.25,3847.6,100,1990.42,5938.02
6363,0,0,0,53,23.17,0,3,0,0,0,19.65,978.0,0,1228.01,2206.01
6364,1,0,0,17,12.69,1,0,22,0,1,79.85,1387.35,0,215.73,1603.08
6365,0,1,9,38,26.84,0,3,0,0,0,20.2,746.05,0,1019.92,1765.9699999999998
6366,0,0,0,15,5.54,0,3,0,0,0,19.8,304.6,0,83.1,387.70000000000005
6367,1,0,0,22,0.0,1,0,22,0,1,50.35,1098.85,0,0.0,1098.85
6368,2,1,2,57,6.63,1,0,27,1,1,74.6,4368.95,0,377.90999999999997,4746.86
6369,0,1,9,1,30.09,0,3,0,0,0,20.35,20.35,0,30.09,50.44
6370,0,1,3,12,49.7,0,3,0,0,0,21.05,262.05,0,596.4000000000001,858.45
6371,1,0,0,36,21.3,1,2,18,0,1,94.7,3512.5,0,766.8000000000001,4279.3
6372,1,0,0,2,3.76,1,2,16,0,1,74.95,151.75,0,7.52,159.27
6373,2,1,9,72,24.08,1,2,19,1,1,111.95,8033.1,0,1733.7599999999998,9766.86
6374,0,0,0,62,14.17,0,3,0,0,0,19.85,1253.65,0,878.54,2132.19
6375,1,0,0,6,34.42,1,2,42,0,0,89.75,552.65,60,206.52,819.17
6376,0,1,4,48,33.06,0,3,0,0,0,20.05,1036.0,0,1586.88,2622.88
6377,2,0,0,35,20.07,1,2,23,1,1,108.95,4025.5,0,702.45,4727.95
6378,0,0,0,52,22.65,0,3,0,0,0,19.65,928.4,0,1177.8,2106.2
6379,1,0,0,1,0.0,1,0,13,0,1,24.9,24.9,0,0.0,24.9
6380,2,1,8,71,12.12,1,0,23,1,1,93.2,6506.15,0,860.52,7366.67
6381,2,1,5,67,3.47,1,2,21,1,1,84.8,5598.3,0,232.49,5830.79
6382,1,1,2,23,0.0,1,1,19,0,1,30.35,678.75,0,0.0,678.75
6383,1,0,0,39,0.0,1,1,29,1,1,54.85,2191.7,0,0.0,2191.7
6384,0,1,9,15,49.36,0,3,0,0,0,19.5,239.75,0,740.4,980.15
6385,0,1,1,24,7.37,0,3,0,0,0,24.2,609.05,0,176.88,785.93
6386,0,1,1,37,2.68,0,3,0,0,0,19.35,683.75,0,99.16000000000001,782.91
6387,2,0,0,54,48.97,1,2,42,1,0,94.1,5060.9,140,2644.38,7845.28
6388,1,0,0,3,10.1,1,2,73,0,1,74.55,233.65,0,30.299999999999997,263.95
6389,1,0,0,5,26.86,1,1,71,1,1,56.15,291.45,0,134.3,425.75
6390,0,0,0,33,14.48,0,3,0,0,0,20.35,689.75,0,477.84000000000003,1167.5900000000001
6391,1,0,0,41,6.16,1,1,12,1,1,80.55,3263.9,0,252.56,3516.46
6392,1,0,0,34,0.0,1,1,20,1,1,61.25,1993.2,0,0.0,1993.2
6393,0,1,1,13,16.4,0,3,0,0,0,20.45,254.5,0,213.2,467.7
6394,0,0,0,20,33.86,0,3,0,0,0,18.9,347.65,0,677.2,1024.85
6395,1,0,0,41,38.94,1,1,28,0,1,45.2,1841.9,0,1596.54,3438.44
6396,0,0,0,13,46.3,0,3,0,0,0,19.45,232.1,0,601.9,834.0
6397,0,1,1,35,13.67,0,3,0,0,0,25.45,809.25,0,478.45,1287.7
6398,1,0,0,4,11.5,1,2,41,0,1,94.9,360.55,0,46.0,406.55
6399,0,0,0,7,39.59,0,3,0,0,0,20.25,129.15,0,277.13,406.28
6400,2,1,1,53,6.68,1,2,25,1,1,110.5,5835.5,0,354.03999999999996,6189.54
6401,0,0,0,5,34.8,0,3,0,0,0,19.95,109.6,0,174.0,283.6
6402,1,0,0,12,26.13,1,2,23,0,1,76.6,893.0,0,313.56,1206.56
6403,0,1,1,38,36.72,0,3,0,0,0,19.6,763.1,0,1395.36,2158.46
6404,1,0,0,9,48.38,1,2,8,1,0,85.3,781.4,10,435.42,1226.82
6405,1,1,1,13,14.32,1,1,4,0,1,65.85,902.25,0,186.16,1088.41
6406,0,1,1,47,1.44,0,3,0,0,0,20.05,1016.7,0,67.67999999999999,1084.38
6407,2,1,1,61,15.15,1,2,28,1,1,99.4,5943.65,0,924.15,6867.799999999999
6408,0,0,0,16,4.13,0,3,0,0,0,20.0,275.7,0,66.08,341.78
6409,2,1,1,41,32.29,1,1,69,0,1,78.45,3126.45,0,1323.8899999999999,4450.34
6410,0,0,0,43,30.64,0,3,0,0,0,25.1,1070.15,0,1317.52,2387.67
6411,1,0,0,6,37.57,1,0,58,0,1,55.0,340.4,0,225.42000000000002,565.8199999999999
6412,2,0,0,58,42.33,1,0,7,1,1,71.1,4299.2,0,2455.14,6754.34
6413,1,0,0,19,46.49,1,0,8,0,1,61.55,1093.2,0,883.3100000000001,1976.5100000000002
6414,1,1,1,11,12.95,1,0,6,0,1,45.9,521.9,0,142.45,664.3499999999999
6415,1,0,0,39,0.0,1,1,19,0,1,40.3,1630.4,0,0.0,1630.4
6416,1,0,0,26,16.34,1,1,19,0,0,49.5,1265.65,150,424.84,1840.49
6417,0,1,1,70,38.63,0,3,0,0,0,19.2,1401.4,0,2704.1000000000004,4105.5
6418,0,0,0,59,25.89,0,3,0,0,0,25.0,1510.5,0,1527.51,3038.01
6419,1,0,0,7,0.0,1,1,14,1,1,35.3,264.8,0,0.0,264.8
6420,2,1,1,59,15.94,1,1,19,1,1,76.75,4541.9,0,940.4599999999999,5482.36
6421,2,1,1,61,32.96,1,1,41,1,1,81.0,4976.15,0,2010.56,6986.709999999999
6422,2,1,4,72,8.33,1,2,59,1,0,105.55,7542.25,10,599.76,8152.01
6423,0,1,6,13,16.74,0,3,0,0,0,18.8,251.25,0,217.61999999999998,468.87
6424,0,1,6,64,19.23,0,3,0,0,0,24.9,1595.5,0,1230.72,2826.2200000000003
6425,1,0,0,10,37.45,1,1,5,0,1,64.9,685.55,0,374.5,1060.05
6426,2,0,0,65,19.25,1,1,19,1,1,61.35,3874.1,0,1251.25,5125.35
6427,2,1,3,62,42.68,1,2,51,1,1,113.95,6891.4,0,2646.16,9537.56
6428,2,1,8,55,47.46,1,1,53,1,1,90.15,4916.95,0,2610.3,7527.25
6429,1,1,8,25,12.12,1,0,59,0,0,54.1,1373.0,110,303.0,1786.0
6430,1,0,0,1,38.21,1,0,13,0,1,49.8,49.8,0,38.21,88.00999999999999
6431,2,1,3,36,5.99,1,2,6,0,1,95.0,3440.25,0,215.64000000000001,3655.89
6432,2,1,1,61,4.69,1,0,4,1,1,69.9,4226.7,0,286.09000000000003,4512.79
6433,1,0,0,26,0.0,1,0,58,0,1,39.95,1023.75,0,0.0,1023.75
6434,2,1,2,68,21.86,1,2,29,1,1,103.25,7074.4,0,1486.48,8560.88
6435,2,1,8,72,11.02,1,2,17,1,0,94.25,6849.75,100,793.4399999999999,7743.19
6436,2,1,4,71,0.0,1,0,6,1,1,47.05,3263.6,0,0.0,3263.6
6437,0,0,0,57,12.99,0,3,0,0,0,20.55,1252.85,0,740.4300000000001,1993.28
6438,0,0,0,4,18.28,0,3,0,0,0,19.65,67.55,0,73.12,140.67000000000002
6439,2,1,8,72,2.73,1,1,59,1,1,81.0,5750.0,0,196.56,5946.56
6440,1,1,6,21,31.55,1,1,23,0,1,75.9,1549.75,0,662.5500000000001,2212.3
6441,0,1,1,71,19.49,0,3,0,0,0,24.7,1810.55,0,1383.79,3194.34
6442,2,1,5,64,11.85,1,1,2,1,1,85.0,5484.4,0,758.4,6242.799999999999
6443,0,0,0,16,24.79,0,3,0,0,0,19.75,294.9,0,396.64,691.54
6444,0,0,0,4,6.36,0,3,0,0,0,23.9,97.5,0,25.44,122.94
6445,0,0,0,1,27.08,0,3,0,0,0,19.95,19.95,0,27.08,47.03
6446,1,0,0,18,0.0,1,1,8,0,1,25.15,476.8,0,0.0,476.8
6447,1,0,0,2,21.3,1,1,7,0,0,54.15,101.65,10,42.6,154.25
6448,1,1,3,19,8.3,1,1,48,0,1,59.8,1130.85,0,157.70000000000002,1288.55
6449,1,0,0,40,33.66,1,2,20,0,1,83.85,3532.25,0,1346.3999999999999,4878.65
6450,1,0,0,21,3.26,1,2,51,0,1,75.3,1570.7,0,68.46,1639.16
6451,1,0,0,8,30.8,1,1,27,0,1,66.65,520.95,0,246.4,767.35
6452,2,1,3,72,32.23,1,2,19,1,1,109.5,7854.9,0,2320.56,10175.46
6453,2,0,0,48,21.39,1,1,3,1,0,73.85,3581.4,60,1026.72,4668.12
6454,0,0,0,69,17.74,0,3,0,0,0,19.3,1447.9,0,1224.06,2671.96
6455,2,0,0,72,36.49,1,2,27,1,1,118.2,8547.15,0,2627.28,11174.43
6456,1,0,0,14,24.04,1,0,12,0,1,51.45,727.85,0,336.56,1064.41
6457,1,0,0,6,10.88,1,0,8,0,1,59.45,357.6,0,65.28,422.88
6458,0,1,6,8,17.2,0,3,0,0,0,19.5,159.35,0,137.6,296.95
6459,0,0,0,17,42.42,0,3,0,0,0,19.55,280.85,0,721.14,1001.99
6460,1,0,0,65,2.72,1,2,16,0,0,93.55,6069.25,30,176.8,6276.05
6461,2,1,6,57,18.85,1,0,24,1,1,59.3,3274.35,0,1074.45,4348.8
6462,2,1,9,56,37.76,1,2,21,1,1,109.8,6109.65,0,2114.56,8224.21
6463,1,1,7,14,4.45,1,2,16,0,1,78.1,1122.4,0,62.300000000000004,1184.7
6464,1,1,1,52,0.0,1,1,26,0,1,39.9,2020.9,0,0.0,2020.9
6465,2,0,0,58,29.47,1,1,16,1,1,64.9,3795.45,0,1709.26,5504.71
6466,2,0,0,67,0.0,1,1,11,1,1,53.4,3579.15,0,0.0,3579.15
6467,1,0,0,2,0.0,1,1,48,0,0,24.9,49.7,10,0.0,59.7
6468,2,0,0,71,25.45,1,2,59,1,1,114.0,8175.9,0,1806.95,9982.85
6469,0,1,7,46,27.65,0,3,0,0,0,20.25,890.35,0,1271.8999999999999,2162.25
6470,0,0,0,3,18.43,0,3,0,0,0,20.2,50.6,0,55.29,105.89
6471,0,0,0,3,2.69,0,3,0,0,0,19.95,58.0,0,8.07,66.07
6472,0,1,9,50,26.98,0,3,0,0,0,20.35,938.95,0,1349.0,2287.95
6473,2,1,2,67,0.0,1,0,51,1,1,54.2,3623.95,0,0.0,3623.95
6474,1,0,0,69,13.91,1,0,7,0,1,66.9,4577.9,0,959.79,5537.69
6475,1,0,0,1,0.0,1,1,18,0,1,25.85,25.85,0,0.0,25.85
6476,1,0,0,32,47.3,1,2,24,0,1,91.05,2871.5,0,1513.6,4385.1
6477,0,1,9,60,32.12,0,3,0,0,0,20.95,1270.55,0,1927.1999999999998,3197.75
6478,2,1,4,72,44.03,1,2,14,1,1,109.2,7711.45,0,3170.16,10881.61
6479,0,0,0,2,7.8,0,3,0,0,0,19.65,31.2,0,15.6,46.8
6480,0,0,0,2,31.01,0,3,0,0,0,20.5,38.25,0,62.02,100.27000000000001
6481,2,0,0,36,44.7,1,1,59,1,1,89.65,3348.1,0,1609.2,4957.3
6482,1,0,0,7,1.67,1,2,23,0,1,74.35,533.6,0,11.69,545.2900000000001
6483,1,1,1,19,45.37,1,2,52,0,1,89.1,1620.8,0,862.03,2482.83
6484,2,1,3,47,38.25,1,2,20,1,1,90.05,4137.2,0,1797.75,5934.95
6485,0,0,0,1,2.85,0,3,0,0,0,19.4,19.4,0,2.85,22.25
6486,2,1,6,32,36.65,1,2,69,0,1,90.8,3023.85,0,1172.8,4196.65
6487,2,1,3,61,34.54,1,2,58,1,1,99.9,6241.35,0,2106.94,8348.29
6488,2,1,1,72,28.63,1,1,19,1,1,88.7,6501.35,0,2061.36,8562.710000000001
6489,2,1,1,44,0.0,1,1,69,1,0,54.3,2317.1,10,0.0,2327.1
6490,1,0,0,41,6.6,1,0,3,1,1,55.7,2237.55,0,270.59999999999997,2508.15
6491,2,0,0,50,23.28,1,2,51,1,1,103.95,5231.3,0,1164.0,6395.3
6492,0,1,1,8,2.87,0,3,0,0,0,20.15,165.5,0,22.96,188.46
6493,0,0,0,18,22.97,0,3,0,0,0,20.05,358.5,0,413.46,771.96
6494,2,1,1,72,27.1,1,0,59,1,1,91.95,6614.9,0,1951.2,8566.1
6495,1,0,0,13,11.99,1,2,27,1,1,104.15,1299.1,0,155.87,1452.21
6496,2,1,1,68,15.94,1,2,29,0,1,83.65,5733.4,0,1083.92,6770.33
6497,2,0,0,69,5.71,1,2,73,1,1,110.05,7430.75,0,393.99,7801.58
6498,0,1,1,25,23.69,0,3,0,0,0,25.5,630.6,0,592.25,1178.43
6499,0,1,1,59,9.51,0,3,0,0,0,19.5,1222.65,0,561.09,1783.7400000000002
6500,2,1,1,69,23.02,1,2,48,1,0,105.1,7234.8,110,1588.3799999999999,8933.18
